,domains,0_examples_with_definition,2_examples_with_definition,4_examples_with_definition,8_examples_with_definition,0_examples_without_definition,2_examples_without_definition,4_examples_without_definition,8_examples_without_definition,max_value,best_instruction
19,Miscellaneous,80.54961496591568,28.676296949386597,32.91637594997883,31.44818763434887,82.08917836844921,31.80662128329277,33.63031196594238,32.880853444337845,82.08917836844921,0_examples_without_definition
20,Movies,91.53005599975586,41.34408962726593,39.81083273887634,48.20557415485382,74.20675504207611,59.310304045677185,50.44671356678009,48.06708610057831,91.53005599975586,0_examples_with_definition
21,Narrative,73.47780276834965,42.59121097624302,40.23441156744957,40.63868926465511,75.62840421497822,45.98218797147274,44.82021324336529,43.99181315302849,75.62840421497822,0_examples_without_definition
22,Natural Science,86.30412125587463,49.76035276055336,48.61217159032822,55.697555631399155,82.75025051832199,34.198081374168396,34.05512943863869,32.193668842315674,86.30412125587463,0_examples_with_definition
23,News,86.20787790798127,64.28814549395379,63.341363979146834,63.11103008846019,81.53186389740478,68.10719294750945,65.88656905483693,65.56127993984425,86.20787790798127,0_examples_with_definition
24,Nutrition,92.12122344970703,82.08768892288208,82.12756979465485,82.08287954330444,73.59276127815247,82.73864531517029,82.7588562965393,82.77952790260315,92.12122344970703,0_examples_with_definition
25,Professions,83.2638486623764,82.919105052948,82.430300116539,82.42699456214905,82.92715466022491,83.65328538417816,83.0680342912674,83.13495802879333,83.65328538417816,2_examples_without_definition
26,Public Places,87.58259316285451,62.35814996560415,68.86001133918762,62.404327829678856,82.91078468163808,83.08660066127777,83.02204219500224,84.53727467854817,87.58259316285451,0_examples_with_definition
27,Reviews,85.10653952757518,62.73938190937042,63.447989265124,63.21097866694132,77.81069266796112,70.91391269365947,67.54114286104839,72.46706199645996,85.10653952757518,0_examples_with_definition
28,School Science Textbooks,93.18339878320694,52.944857358932495,49.03940296173096,53.87639111280441,92.34839344024658,42.421380400657654,44.226962983608246,47.06400811672211,93.18339878320694,0_examples_with_definition
29,Scientific Research Papers,80.05813935399055,53.27611908316612,50.091176599264145,53.25535702705383,63.19868519902229,59.371326595544815,54.87201875448227,51.53872311115265,80.05813935399055,0_examples_with_definition
30,Social Media,89.78810495138168,46.85914134979248,45.443603575229645,49.82503640651703,61.562195777893066,41.06014770269394,30.755823612213135,29.511810839176178,89.78810495138168,0_examples_with_definition
31,Sports,82.60728671000554,76.35588233287518,74.65561949289761,74.852254986763,77.90877085465651,80.5893212556839,74.96658517764165,74.96818533310524,82.60728671000554,0_examples_with_definition
32,Statistics,82.60728671000554,76.35588233287518,74.65561949289761,74.852254986763,77.90877085465651,80.5893212556839,74.96658517764165,74.96818533310524,82.60728671000554,0_examples_with_definition
33,Story,65.95357151031494,22.37731475830078,15.69398467540741,16.47514307498932,67.79119913578033,40.91490416526794,28.325307536125184,30.84448022842407,67.79119913578033,0_examples_without_definition
34,Web,72.9035305082798,39.61224699020386,39.40895587205887,41.57243078947067,82.493193089962,44.24127793312073,46.09952753782272,43.68934255838394,82.493193089962,0_examples_without_definition
35,Wikipedia,84.40734008767389,50.027620017528534,45.86452209407633,46.66483790224249,78.67020014199343,55.959295549175955,51.469627071510665,51.11998252435164,84.40734008767389,0_examples_with_definition
