,domains,0_examples_with_definition,2_examples_with_definition,4_examples_with_definition,8_examples_with_definition,0_examples_without_definition,2_examples_without_definition,4_examples_without_definition,8_examples_without_definition,max_value,best_instruction
10,Fiction,87.9334078175681,92.84610547338214,93.38873994350433,93.37317310060773,85.9038155589785,87.26273504325322,88.90258978094373,88.80248779909951,93.38873994350433,4_examples_with_definition
11,Food,83.95299345254898,83.94575649499893,83.67397022247314,84.15022653341293,82.52775079011917,83.55963104963303,83.508569419384,83.67408972978592,84.15022653341293,8_examples_with_definition
12,Formal logic,83.58244359493256,81.97991168498993,81.94016647338867,81.73014879226685,81.92177081108093,81.75391924381256,81.74918937683105,81.81555593013763,83.58244359493256,0_examples_with_definition
13,Government and Politics,86.16204038262367,91.42095473408699,92.18723265826702,92.26605413854122,85.27657435834408,86.91392843425274,88.47037295997143,88.34201134741306,92.26605413854122,8_examples_with_definition
14,History,89.14374594390392,94.05880430340767,94.60338921844959,94.5594013184309,87.81344263255596,89.43367247283459,90.87556061148643,90.7608024328947,94.60338921844959,4_examples_with_definition
15,Justice,91.39684271812439,91.98984694480896,92.08170783519745,91.98147070407867,91.86568599939346,92.47010725736618,92.50674068927765,92.41274291276932,92.50674068927765,4_examples_without_definition
16,Knowledge Base,87.18009519577026,85.08702659606934,81.04549098014832,81.23582017421722,86.21028006076813,87.30661046504974,81.39250338077545,81.39498436450958,87.30661046504974,2_examples_without_definition
17,Law,88.10867508820125,93.67695876284142,94.85064949726035,94.84999691781822,86.56493939672198,88.26526530905267,90.08111009374261,89.94635498151183,94.85064949726035,4_examples_with_definition
18,Linguistics,84.30793833732605,83.06527423858643,82.8540164232254,82.72212564945221,82.78403925895691,83.00226693568023,82.84961950778961,83.20878648757935,84.30793833732605,0_examples_with_definition
19,Miscellaneous,83.12014083564281,85.38718104362488,85.25404576957226,85.18025834858418,81.75391185283661,85.67235915362835,85.02052539587021,85.27124132215977,85.67235915362835,2_examples_without_definition
20,Movies,81.99097454547882,87.12837994098663,87.25352346897125,87.38610482215881,82.72686421871185,91.11485612392426,91.66338002681732,91.76132369041443,91.76132369041443,8_examples_without_definition
21,Narrative,83.63352200388908,85.8188841342926,85.2873767465353,85.45718578994274,82.82667808234692,84.71298849582672,85.28206589818001,85.35469408333302,85.8188841342926,2_examples_with_definition
22,Natural Science,83.73737472295761,83.87173050642014,84.46486884355545,84.95868274569511,84.66906243562698,88.12826579809189,90.42092388868332,91.04846772551537,91.04846772551537,8_examples_without_definition
23,News,86.89872119972047,86.80522082016823,87.46906229427883,87.28551265171596,86.8598404558415,86.85192762185697,87.2515058347157,87.28713629926953,87.46906229427883,4_examples_with_definition
24,Nutrition,82.42938137054443,82.08118915557861,82.09164798259735,82.09503710269928,82.5883936882019,82.81014835834503,82.84047245979309,82.80984950065613,82.84047245979309,4_examples_without_definition
25,Professions,81.83046460151672,82.46922039985657,82.00498270988464,82.12304258346558,81.93004369735718,82.80588138103485,82.53500139713287,82.62784707546234,82.80588138103485,2_examples_without_definition
26,Public Places,87.21556695302327,86.24035398165385,86.34148685137431,86.36741352081299,85.47172101338704,86.90390145778656,87.1467434167862,87.28421107927959,87.28421107927959,8_examples_without_definition
27,Reviews,86.51413404941559,87.26963412761688,87.42140130201976,87.26350224018097,86.1778993209203,87.05072212219238,87.55479494730632,87.54088302453358,87.55479494730632,4_examples_without_definition
28,School Science Textbooks,91.39684271812439,91.98984694480896,92.08170783519745,91.98147070407867,91.86568599939346,92.47010725736618,92.50674068927765,92.41274291276932,92.50674068927765,4_examples_without_definition
29,Scientific Research Papers,84.48742601275444,85.71997088193893,85.54855486750603,85.35390371084213,84.63495653867722,84.27657049894333,84.44190296530724,84.32970616221428,85.71997088193893,2_examples_with_definition
30,Social Media,84.71158111095428,88.81522983312607,88.14415568113327,88.23901039361954,82.82842546701431,90.52927017211914,91.50802880525589,90.90894091129303,91.50802880525589,4_examples_without_definition
31,Sports,82.64786325968228,78.74183700634883,,,80.65028259387383,79.27284273836348,,,82.64786325968228,0_examples_with_definition
32,Statistics,82.64786325968228,78.74183700634883,,,80.65028259387383,79.27284273836348,,,82.64786325968228,0_examples_with_definition
33,Story,85.20927159786224,89.13061990737916,88.8397803068161,89.2301974773407,82.97052989006042,85.50574581623077,85.65762958526611,85.57840709686279,89.2301974773407,8_examples_with_definition
34,Web,84.92389345169067,86.20050555467606,87.5777276456356,87.62839341163635,83.91113412380219,89.91387367248535,90.67075681686401,90.9544946551323,90.9544946551323,8_examples_without_definition
35,Wikipedia,84.79366178946061,88.14945948058671,88.0263741753001,88.32489578989785,85.12167238647288,88.66161712764824,88.46153416951788,88.3059565447802,88.66161712764824,2_examples_without_definition
