,domains,0_examples_with_definition,2_examples_with_definition,4_examples_with_definition,8_examples_with_definition,0_examples_without_definition,2_examples_without_definition,4_examples_without_definition,8_examples_without_definition,max_value,best_instruction
20,Movies,80.95284819602966,6.816197633743286,5.028483629226685,6.782634854316711,73.86656928062439,86.13238286972046,86.02676498889923,85.8577892780304,86.13238286972046,2_examples_without_definition
21,Narrative,61.5125190615654,32.345984399318695,29.271502807736397,28.38505168259144,72.76428824663162,46.49485509097576,34.40408191084862,35.510419487953186,72.76428824663162,0_examples_without_definition
22,Natural Science,41.065554082393646,43.26175254583359,11.877052456140518,12.30113497376442,50.38688352704048,1.682176262140274,0.44107547402381897,0.42528849840164185,50.38688352704048,0_examples_without_definition
23,News,47.42078456155797,38.148737429304326,38.70926418520035,39.23718504449155,58.96714374105981,34.90800610248079,35.65353180499787,34.464642706703636,58.96714374105981,0_examples_without_definition
24,Nutrition,76.54827344417572,21.80175805091858,18.42934739589691,18.554160475730896,78.24617147445679,84.73219752311707,84.56552147865295,84.5638074874878,84.73219752311707,2_examples_without_definition
25,Professions,20.41047239303589,0.0,0.0,0.0,79.3805581331253,0.0,0.0,0.0,79.3805581331253,0_examples_without_definition
26,Public Places,52.593424558639526,57.57450648148855,57.79341141382853,57.83110578854879,77.16515537103017,45.83537805080414,30.990645090738933,32.036793073018394,77.16515537103017,0_examples_without_definition
27,Reviews,27.347506721814472,31.55995472272237,31.149896542231243,30.51295546690623,80.10693363348643,25.142019987106323,12.602668007214865,11.493258118629456,80.10693363348643,0_examples_without_definition
28,School Science Textbooks,18.56479150056839,42.63326948881149,43.49556189775467,44.45581579208374,27.07553267478943,1.8642497062683105,0.9339126348495483,0.9339126348495483,44.45581579208374,8_examples_with_definition
29,Scientific Research Papers,69.78306525945663,11.8525829911232,8.605118095874786,7.803567677736282,73.6487323641777,53.1603447496891,57.22099795937538,58.83156430721283,73.6487323641777,0_examples_without_definition
30,Social Media,56.753215074539185,37.03098040819168,34.34576100111008,36.07434469461441,49.71331608295441,49.144438683986664,56.947066366672516,49.84918910264969,56.947066366672516,4_examples_without_definition
31,Sports,85.97485698186435,84.5435190659303,85.9124522942763,86.03742764546321,81.47585071050204,84.00480219951042,84.40402700350835,85.07105157925533,86.03742764546321,8_examples_with_definition
32,Statistics,85.97485698186435,84.5435190659303,85.9124522942763,86.03742764546321,81.47585071050204,84.00480219951042,84.40402700350835,85.07105157925533,86.03742764546321,8_examples_with_definition
33,Story,58.594163465499875,29.044619488716126,23.440815472602843,23.739225101470947,56.8673180103302,47.57427659034729,56.971391224861144,59.817926907539366,59.817926907539366,8_examples_without_definition
34,Web,52.71012783050537,19.949039846658707,8.01683384180069,8.919455289840698,70.91588413715363,43.86952221393585,43.47342291474342,42.70114576816559,70.91588413715363,0_examples_without_definition
35,Wikipedia,68.87844708832827,37.24824717369947,42.18366259878332,43.00687654993751,61.27531693740325,31.207605909217488,38.03474350950935,38.2639646042477,68.87844708832827,0_examples_with_definition
