,domains,0_examples_with_definition,2_examples_with_definition,4_examples_with_definition,8_examples_with_definition,0_examples_without_definition,2_examples_without_definition,4_examples_without_definition,8_examples_without_definition,max_value,best_instruction
14,History,90.68234786391258,84.66037495434284,80.01489827036858,79.26023058593273,73.41192835569382,77.19663695991039,74.77472178637981,76.73718930780888,90.68234786391258,0_examples_with_definition
15,Justice,91.88157975673676,81.12180465459824,78.36017471551895,75.653473675251,77.03522926568985,66.26294445991516,63.52256536483765,67.23000830411911,91.88157975673676,0_examples_with_definition
16,Knowledge Base,84.37656497955322,71.4946026802063,56.249512672424316,62.555617928504944,68.32958781719208,83.33766913414001,73.41515874862671,68.24076426029205,84.37656497955322,0_examples_with_definition
17,Law,89.1463142974036,85.73921729217876,80.77849050983787,80.59760378253075,69.40878054073879,81.24112817778516,78.77966511817206,80.12559243610927,89.1463142974036,0_examples_with_definition
18,Linguistics,86.76439440250397,74.50304698944092,80.69889664649963,81.32133324940999,55.857216238975525,81.82612008518643,83.09284965197246,83.13079211446974,86.76439440250397,0_examples_with_definition
19,Miscellaneous,85.86072669923306,64.1553615629673,63.610337659716606,63.9454412907362,74.68819071352482,77.72768783569336,75.76061341166496,76.0396789163351,85.86072669923306,0_examples_with_definition
20,Movies,94.68938934803009,63.3794949054718,68.51351940631866,65.07779228687286,72.63180363178253,82.70527374744415,83.75796830654144,83.3868819475174,94.68938934803009,0_examples_with_definition
21,Narrative,81.93318194150925,50.494365364313126,54.11963102221489,54.851796343922615,71.38231091201305,67.65114051103592,69.29020150005817,69.34243947267532,81.93318194150925,0_examples_with_definition
22,Natural Science,74.73901358246803,81.84748324751854,80.3414255976677,80.00462740659714,52.02412876486778,74.24204969406128,61.863618940114975,52.244204103946686,81.84748324751854,2_examples_with_definition
23,News,74.31864949299934,79.73469180413561,78.04459623668505,77.32553850049558,72.97211256115995,71.65852612658833,76.12933810206427,76.70107419940008,79.73469180413561,2_examples_with_definition
24,Nutrition,94.78740966320038,47.20881497859955,40.85037660598755,56.32079041004181,77.38848292827606,83.57304036617279,83.84469628334045,84.09376978874207,94.78740966320038,0_examples_with_definition
25,Professions,87.32180142402649,71.04376697540283,72.72744739055634,72.5634263753891,81.91459333896637,80.98989295959473,81.11981987953186,80.96176958084106,87.32180142402649,0_examples_with_definition
26,Public Places,74.34045640627544,83.31343762079875,83.4445292154948,83.27029542128246,66.02876492341359,74.44936136404674,72.39907602469127,75.70253988107045,83.4445292154948,4_examples_with_definition
27,Reviews,70.46552379926045,74.5213268995285,78.1633684237798,79.73603522777557,72.23536531130473,65.97587287425995,62.02098071575165,61.170600493748985,79.73603522777557,8_examples_with_definition
28,School Science Textbooks,91.88157975673676,81.12180465459824,78.36017471551895,75.653473675251,77.03522926568985,66.26294445991516,63.52256536483765,67.23000830411911,91.88157975673676,0_examples_with_definition
29,Scientific Research Papers,81.2804763019085,60.592441111803055,60.40272831916809,61.99488881230354,71.47658902406693,71.31019240617752,70.82491773366928,71.74238839745522,81.2804763019085,0_examples_with_definition
30,Social Media,78.21081697940826,56.51772928237915,48.370642602443695,45.99697870016098,71.46036583185196,59.59734481573105,63.03478318452835,61.75027072429657,78.21081697940826,0_examples_with_definition
31,Sports,56.85953452036931,76.87456553632563,,,80.50119693462665,23.28000935641202,,,80.50119693462665,0_examples_without_definition
32,Statistics,56.85953452036931,76.87456553632563,,,80.50119693462665,23.28000935641202,,,80.50119693462665,0_examples_without_definition
33,Story,82.20537796020508,41.83546497821808,43.78995897769928,45.59427208900452,73.4592794418335,56.54854393005371,59.09882791042328,59.041888165473935,82.20537796020508,0_examples_with_definition
34,Web,83.52973526716232,80.93408823013306,80.02680692076683,79.40647351741791,63.61842855811119,80.10769200325012,77.57014188170433,76.62854292988777,83.52973526716232,0_examples_with_definition
35,Wikipedia,80.90014819665389,62.18233351293764,58.44880194974317,57.06027430967931,67.8817743471224,71.74417997604091,70.40174715459948,70.64387615288648,80.90014819665389,0_examples_with_definition
